"Тема","Дата начала","Время начала","Дата завершения","Время завершения","Ежедневное событие","Оповещение вкл/выкл","Дата оповещения","Время оповещения","В это время","Важность","Описание","Пометка"
"ПЗПІ-23-2 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-2","19.03.2025","07:45:00","19.03.2025","09:20:00","Ложь","Истина","19.03.2025","07:40:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","26.03.2025","07:45:00","26.03.2025","09:20:00","Ложь","Истина","26.03.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - СмП Лб DL ПЗПІ-23-2","02.04.2025","07:45:00","02.04.2025","09:20:00","Ложь","Истина","02.04.2025","07:40:00","2","Обычная","СмП Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","09.04.2025","07:45:00","09.04.2025","09:20:00","Ложь","Истина","09.04.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-2","23.04.2025","07:45:00","23.04.2025","09:20:00","Ложь","Истина","23.04.2025","07:40:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","30.04.2025","07:45:00","30.04.2025","09:20:00","Ложь","Истина","30.04.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","14.05.2025","07:45:00","14.05.2025","09:20:00","Ложь","Истина","14.05.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","28.05.2025","07:45:00","28.05.2025","09:20:00","Ложь","Истина","28.05.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - СмП Лб DL ПЗПІ-23-2","04.06.2025","07:45:00","04.06.2025","09:20:00","Ложь","Истина","04.06.2025","07:40:00","2","Обычная","СмП Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-3 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-3","26.02.2025","07:45:00","26.02.2025","09:20:00","Ложь","Истина","26.02.2025","07:40:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","12.03.2025","07:45:00","12.03.2025","09:20:00","Ложь","Истина","12.03.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - ПрПА Пз DL ПЗПІ-23-3","26.03.2025","07:45:00","26.03.2025","09:20:00","Ложь","Истина","26.03.2025","07:40:00","2","Обычная","ПрПА Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","02.04.2025","07:45:00","02.04.2025","09:20:00","Ложь","Истина","02.04.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - ПрПА Лб DL ПЗПІ-23-3","09.04.2025","07:45:00","09.04.2025","09:20:00","Ложь","Истина","09.04.2025","07:40:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-3","16.04.2025","07:45:00","16.04.2025","09:20:00","Ложь","Истина","16.04.2025","07:40:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - ПрПА Лб DL ПЗПІ-23-3","30.04.2025","07:45:00","30.04.2025","09:20:00","Ложь","Истина","30.04.2025","07:40:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","07.05.2025","07:45:00","07.05.2025","09:20:00","Ложь","Истина","07.05.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - ПрПА Лб DL ПЗПІ-23-3","14.05.2025","07:45:00","14.05.2025","09:20:00","Ложь","Истина","14.05.2025","07:40:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","21.05.2025","07:45:00","21.05.2025","09:20:00","Ложь","Истина","21.05.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - ПрПА Лб DL ПЗПІ-23-3","28.05.2025","07:45:00","28.05.2025","09:20:00","Ложь","Истина","28.05.2025","07:40:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","04.06.2025","07:45:00","04.06.2025","09:20:00","Ложь","Истина","04.06.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - Філ Екз DL ПЗПІ-23-3","11.06.2025","07:45:00","11.06.2025","09:20:00","Ложь","Истина","11.06.2025","07:40:00","2","Обычная","Філ Екз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - ПрПА Екз DL ПЗПІ-23-3","18.06.2025","07:45:00","18.06.2025","09:20:00","Ложь","Истина","18.06.2025","07:40:00","2","Обычная","ПрПА Екз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-4 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-2","19.03.2025","07:45:00","19.03.2025","09:20:00","Ложь","Истина","19.03.2025","07:40:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","26.03.2025","07:45:00","26.03.2025","09:20:00","Ложь","Истина","26.03.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","09.04.2025","07:45:00","09.04.2025","09:20:00","Ложь","Истина","09.04.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-2","23.04.2025","07:45:00","23.04.2025","09:20:00","Ложь","Истина","23.04.2025","07:40:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","30.04.2025","07:45:00","30.04.2025","09:20:00","Ложь","Истина","30.04.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - СмП Лб DL ПЗПІ-23-4","07.05.2025","07:45:00","07.05.2025","09:20:00","Ложь","Истина","07.05.2025","07:40:00","2","Обычная","СмП Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","14.05.2025","07:45:00","14.05.2025","09:20:00","Ложь","Истина","14.05.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","28.05.2025","07:45:00","28.05.2025","09:20:00","Ложь","Истина","28.05.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - ІМ Екз DL ПЗПІ-23-4","25.06.2025","07:45:00","25.06.2025","09:20:00","Ложь","Истина","25.06.2025","07:40:00","2","Обычная","ІМ Екз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-5 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-3","26.02.2025","07:45:00","26.02.2025","09:20:00","Ложь","Истина","26.02.2025","07:40:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-5 - ПрПА Пз DL ПЗПІ-23-5","05.03.2025","07:45:00","05.03.2025","09:20:00","Ложь","Истина","05.03.2025","07:40:00","2","Обычная","ПрПА Пз DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","12.03.2025","07:45:00","12.03.2025","09:20:00","Ложь","Истина","12.03.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-5 - ОПJа Лб DL ПЗПІ-23-5","26.03.2025","07:45:00","26.03.2025","09:20:00","Ложь","Истина","26.03.2025","07:40:00","2","Обычная","ОПJа Лб DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","02.04.2025","07:45:00","02.04.2025","09:20:00","Ложь","Истина","02.04.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-5 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-3","16.04.2025","07:45:00","16.04.2025","09:20:00","Ложь","Истина","16.04.2025","07:40:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-5 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","07.05.2025","07:45:00","07.05.2025","09:20:00","Ложь","Истина","07.05.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-5 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","21.05.2025","07:45:00","21.05.2025","09:20:00","Ложь","Истина","21.05.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-5 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","04.06.2025","07:45:00","04.06.2025","09:20:00","Ложь","Истина","04.06.2025","07:40:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-1 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-1","05.03.2025","09:30:00","05.03.2025","11:05:00","Ложь","Истина","05.03.2025","09:25:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-1","Обычный"
"ПЗПІ-23-1 - ОС Лб DL ПЗПІ-23-1","12.03.2025","09:30:00","12.03.2025","11:05:00","Ложь","Истина","12.03.2025","09:25:00","2","Обычная","ОС Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - СмП Пз DL ПЗПІ-23-1","19.03.2025","09:30:00","19.03.2025","11:05:00","Ложь","Истина","19.03.2025","09:25:00","2","Обычная","СмП Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОС Лб DL ПЗПІ-23-1","26.03.2025","09:30:00","26.03.2025","11:05:00","Ложь","Истина","26.03.2025","09:25:00","2","Обычная","ОС Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ІМ2п Пз DL ПЗПІ-23-1","02.04.2025","09:30:00","02.04.2025","11:05:00","Ложь","Истина","02.04.2025","09:25:00","2","Обычная","ІМ2п Пз DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОС Лб DL ПЗПІ-23-1","09.04.2025","09:30:00","09.04.2025","11:05:00","Ложь","Истина","09.04.2025","09:25:00","2","Обычная","ОС Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОС Лб DL ПЗПІ-23-1","23.04.2025","09:30:00","23.04.2025","11:05:00","Ложь","Истина","23.04.2025","09:25:00","2","Обычная","ОС Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОС Лб DL ПЗПІ-23-1","07.05.2025","09:30:00","07.05.2025","11:05:00","Ложь","Истина","07.05.2025","09:25:00","2","Обычная","ОС Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОС Лб DL ПЗПІ-23-1","21.05.2025","09:30:00","21.05.2025","11:05:00","Ложь","Истина","21.05.2025","09:25:00","2","Обычная","ОС Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОС Лб DL ПЗПІ-23-1","28.05.2025","09:30:00","28.05.2025","11:05:00","Ложь","Истина","28.05.2025","09:25:00","2","Обычная","ОС Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-1 - ОС Лб DL ПЗПІ-23-1","04.06.2025","09:30:00","04.06.2025","11:05:00","Ложь","Истина","04.06.2025","09:25:00","2","Обычная","ОС Лб DL ПЗПІ-23-1","Обычный"
"ПЗПІ-23-2 - СмП Пз DL ПЗПІ-23-2","05.03.2025","09:30:00","05.03.2025","11:05:00","Ложь","Истина","05.03.2025","09:25:00","2","Обычная","СмП Пз DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-2","19.03.2025","09:30:00","19.03.2025","11:05:00","Ложь","Истина","19.03.2025","09:25:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","26.03.2025","09:30:00","26.03.2025","11:05:00","Ложь","Истина","26.03.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - СмП Лб DL ПЗПІ-23-2","02.04.2025","09:30:00","02.04.2025","11:05:00","Ложь","Истина","02.04.2025","09:25:00","2","Обычная","СмП Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-2 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","09.04.2025","09:30:00","09.04.2025","11:05:00","Ложь","Истина","09.04.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-2","23.04.2025","09:30:00","23.04.2025","11:05:00","Ложь","Истина","23.04.2025","09:25:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","30.04.2025","09:30:00","30.04.2025","11:05:00","Ложь","Истина","30.04.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","14.05.2025","09:30:00","14.05.2025","11:05:00","Ложь","Истина","14.05.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","28.05.2025","09:30:00","28.05.2025","11:05:00","Ложь","Истина","28.05.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-2 - СмП Лб DL ПЗПІ-23-2","04.06.2025","09:30:00","04.06.2025","11:05:00","Ложь","Истина","04.06.2025","09:25:00","2","Обычная","СмП Лб DL ПЗПІ-23-2","Обычный"
"ПЗПІ-23-3 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-3","26.02.2025","09:30:00","26.02.2025","11:05:00","Ложь","Истина","26.02.2025","09:25:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","12.03.2025","09:30:00","12.03.2025","11:05:00","Ложь","Истина","12.03.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - ПрПА Пз DL ПЗПІ-23-3","26.03.2025","09:30:00","26.03.2025","11:05:00","Ложь","Истина","26.03.2025","09:25:00","2","Обычная","ПрПА Пз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","02.04.2025","09:30:00","02.04.2025","11:05:00","Ложь","Истина","02.04.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - ПрПА Лб DL ПЗПІ-23-3","09.04.2025","09:30:00","09.04.2025","11:05:00","Ложь","Истина","09.04.2025","09:25:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-3","16.04.2025","09:30:00","16.04.2025","11:05:00","Ложь","Истина","16.04.2025","09:25:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - ПрПА Лб DL ПЗПІ-23-3","30.04.2025","09:30:00","30.04.2025","11:05:00","Ложь","Истина","30.04.2025","09:25:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","07.05.2025","09:30:00","07.05.2025","11:05:00","Ложь","Истина","07.05.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - ПрПА Лб DL ПЗПІ-23-3","14.05.2025","09:30:00","14.05.2025","11:05:00","Ложь","Истина","14.05.2025","09:25:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","21.05.2025","09:30:00","21.05.2025","11:05:00","Ложь","Истина","21.05.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - ПрПА Лб DL ПЗПІ-23-3","28.05.2025","09:30:00","28.05.2025","11:05:00","Ложь","Истина","28.05.2025","09:25:00","2","Обычная","ПрПА Лб DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","04.06.2025","09:30:00","04.06.2025","11:05:00","Ложь","Истина","04.06.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-3 - Філ Екз DL ПЗПІ-23-3","11.06.2025","09:30:00","11.06.2025","11:05:00","Ложь","Истина","11.06.2025","09:25:00","2","Обычная","Філ Екз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-3 - ПрПА Екз DL ПЗПІ-23-3","18.06.2025","09:30:00","18.06.2025","11:05:00","Ложь","Истина","18.06.2025","09:25:00","2","Обычная","ПрПА Екз DL ПЗПІ-23-3","Обычный"
"ПЗПІ-23-4 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-2","19.03.2025","09:30:00","19.03.2025","11:05:00","Ложь","Истина","19.03.2025","09:25:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","26.03.2025","09:30:00","26.03.2025","11:05:00","Ложь","Истина","26.03.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","09.04.2025","09:30:00","09.04.2025","11:05:00","Ложь","Истина","09.04.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-2","23.04.2025","09:30:00","23.04.2025","11:05:00","Ложь","Истина","23.04.2025","09:25:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","30.04.2025","09:30:00","30.04.2025","11:05:00","Ложь","Истина","30.04.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - СмП Лб DL ПЗПІ-23-4","07.05.2025","09:30:00","07.05.2025","11:05:00","Ложь","Истина","07.05.2025","09:25:00","2","Обычная","СмП Лб DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-4 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","14.05.2025","09:30:00","14.05.2025","11:05:00","Ложь","Истина","14.05.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-2","28.05.2025","09:30:00","28.05.2025","11:05:00","Ложь","Истина","28.05.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-2","Обычный"
"ПЗПІ-23-4 - ІМ Екз DL ПЗПІ-23-4","25.06.2025","09:30:00","25.06.2025","11:05:00","Ложь","Истина","25.06.2025","09:25:00","2","Обычная","ІМ Екз DL ПЗПІ-23-4","Обычный"
"ПЗПІ-23-5 - *ВІА Пз DL *ВІА(ПЗПІ-23-)-3","26.02.2025","09:30:00","26.02.2025","11:05:00","Ложь","Истина","26.02.2025","09:25:00","2","Обычная","*ВІА Пз DL *ВІА(ПЗПІ-23-)-3","Обычный"
"ПЗПІ-23-5 - ПрПА Пз DL ПЗПІ-23-5","05.03.2025","09:30:00","05.03.2025","11:05:00","Ложь","Истина","05.03.2025","09:25:00","2","Обычная","ПрПА Пз DL ПЗПІ-23-5","Обычный"
"ПЗПІ-23-5 - *ВІА Лб DL *ВІА(ПЗПІ-23-)-3","12.03.2025","09:30:00","12.03.2025","11:05:00","Ложь","Истина","12.03.2025","09:25:00","2","Обычная","*ВІА Лб DL *ВІА(ПЗПІ-23-)-3","Обычный"
